household_key,BASKET_ID,PROMO_KEY,label,qid,day_t,feat_hist_size,feat_overlap_cnt,feat_jaccard,feat_overlap_ratio,feat_min_recency,feat_mean_recency,feat_seen_products,overlap_decay_h7,overlap_decay_h14,overlap_decay_h30,feat_user_dept_aff,feat_user_brand_aff,feat_num_promo_products,feat_num_promo_departments,feat_num_promo_brands,promo_offer_ct,promo_pos_ct,promo_unique_users,feat_promo_offer_ct_log1p,feat_promo_pos_ct_log1p,feat_promo_unique_users_log1p,feat_promo_pos_rate,feat_promo_pos_rate_smooth,feat_dayofweek,feat_is_weekend,DEPARTMENT_CHEF SHOPPE,DEPARTMENT_COSMETICS,DEPARTMENT_COUP/STR & MFG,DEPARTMENT_DELI,DEPARTMENT_DRUG GM,DEPARTMENT_FLORAL,DEPARTMENT_FROZEN GROCERY,DEPARTMENT_GARDEN CENTER,DEPARTMENT_GROCERY,DEPARTMENT_MEAT,DEPARTMENT_MEAT-PCKGD,DEPARTMENT_MISC SALES TRAN,DEPARTMENT_MISC. TRANS.,DEPARTMENT_NUTRITION,DEPARTMENT_PASTRY,DEPARTMENT_PHARMACY SUPPLY,DEPARTMENT_PHOTO,DEPARTMENT_PRODUCE,DEPARTMENT_RX,DEPARTMENT_SALAD BAR,DEPARTMENT_SEAFOOD,DEPARTMENT_SEAFOOD-PCKGD,DEPARTMENT_TRAVEL & LEISUR,DEPARTMENT_UNK,BRAND_National,BRAND_Private,BRAND_UNK,seen_in_1d,seen_in_3d,seen_in_7d,short_overlap_7d
1,40666800522,57332150033|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,7,2,2,210.0,5.0,158.0,5.351858133476067,1.791759469228055,5.0689042022202315,0.023809523809523808,0.026827964746657086,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000089263|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,41,25,2,2,192.0,2.0,136.0,5.262690188904886,1.0986122886681096,4.919980925828125,0.010416666666666666,0.016426738984011747,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,50930030075|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,16,2,2,159.0,1.0,123.0,5.075173815233827,0.6931471805599453,4.820281565605037,0.006289308176100629,0.014235745617850923,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000085475|18,0,1_40666800522,597,129,15,0.003402904,0.11627907,0.0,30.727272727272727,11,1.6728458,3.7809424,7.1791215,338,359,4294,17,3,209.0,63.0,156.0,5.3471075307174685,4.1588830833596715,5.056245805348308,0.3014354066985646,0.25086977156035073,2,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
1,40666800522,10000089288|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,41,22,2,2,197.0,2.0,146.0,5.288267030694535,1.0986122886681096,4.990432586778736,0.01015228426395939,0.016094213903363734,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,10000089239|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,18,41,14,2,2,199.0,2.0,144.0,5.298317366548036,1.0986122886681096,4.976733742420574,0.010050251256281407,0.01596494310895921,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,50308412050|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,69,2,2,191.0,2.0,139.0,5.2574953720277815,1.0986122886681096,4.941642422609304,0.010471204188481676,0.016494899726683995,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,53210060033|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,25,2,2,195.0,4.0,141.0,5.278114659230518,1.6094379124341003,4.955827057601261,0.020512820512820513,0.024388860547472826,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000085484|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,6,2,2,203.0,2.0,150.0,5.318119993844216,1.0986122886681096,5.017279836814924,0.009852216748768473,0.015712532941228628,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,50004510076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,9,2,2,141.0,1.0,115.0,4.955827057601261,0.6931471805599453,4.7535901911063645,0.0070921985815602835,0.015577334210109125,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000089277|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,41,8,2,2,187.0,2.0,147.0,5.236441962829949,1.0986122886681096,4.997212273764115,0.0106951871657754,0.016773294658779928,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,52000030042|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,59,2,2,193.0,10.0,143.0,5.267858159063328,2.3978952727983707,4.969813299576001,0.05181347150259067,0.049280949934694826,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,57144800076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,13,318,12,2,2,216.0,2.0,149.0,5.37989735354046,1.0986122886681096,5.0106352940962555,0.009259259259259259,0.014944627195980612,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,57143020076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,37,318,64,2,2,213.0,15.0,150.0,5.365976015021851,2.772588722239781,5.017279836814924,0.07042253521126761,0.0645447560233112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,50581447025|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,10,2,2,202.0,3.0,151.0,5.313205979041787,1.3862943611198906,5.0238805208462765,0.01485148514851485,0.019743138230677946,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51862700076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,4,318,5,2,2,203.0,2.0,142.0,5.318119993844216,1.0986122886681096,4.962844630259907,0.009852216748768473,0.015712532941228628,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,54900050076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,104,2,2,194.0,20.0,141.0,5.272999558563747,3.044522437723423,4.955827057601261,0.10309278350515463,0.09006258538578214,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,55100000013|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,12,2,2,194.0,3.0,138.0,5.272999558563747,1.3862943611198906,4.9344739331306915,0.015463917525773196,0.02039045423824116,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,55000013950|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,46,2,2,210.0,15.0,149.0,5.351858133476067,2.772588722239781,5.0106352940962555,0.07142857142857142,0.06528950320819554,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,52500010050|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,34,2,2,203.0,11.0,147.0,5.318119993844216,2.4849066497880004,4.997212273764115,0.054187192118226604,0.051285655470872896,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,54105800093|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,20,2,2,208.0,3.0,159.0,5.342334251964811,1.3862943611198906,5.075173815233827,0.014423076923076924,0.019283995481127296,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,53700026850|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,11,2,2,217.0,2.0,144.0,5.384495062789089,1.0986122886681096,4.976733742420574,0.009216589861751152,0.014888654809478812,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,55100043133|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,14,2,2,103.0,1.0,88.0,4.6443908991413725,0.6931471805599453,4.48863636973214,0.009708737864077669,0.019446214602162372,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,55410000076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,50,2,2,197.0,12.0,144.0,5.288267030694535,2.5649493574615367,4.976733742420574,0.06091370558375635,0.056580043862877905,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,54154888076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,99,2,2,210.0,12.0,150.0,5.351858133476067,2.5649493574615367,5.017279836814924,0.05714285714285714,0.05375104166973401,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,57790113076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,13,318,3,1,1,202.0,2.0,150.0,5.313205979041787,1.0986122886681096,5.017279836814924,0.009900990099009901,0.015774884262423978,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,40666800522,10000089290|18,0,1_40666800522,597,129,1,0.0066225166,0.007751938,9999.0,9999.0,0,0.41016766,0.6404433,0.8122524,244,41,23,2,2,215.0,14.0,148.0,5.375278407684165,2.70805020110221,5.003946305945459,0.06511627906976744,0.060284040883512614,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,51570011042|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,20,2,2,208.0,3.0,148.0,5.342334251964811,1.3862943611198906,5.003946305945459,0.014423076923076924,0.019283995481127296,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000089272|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,41,3,2,2,189.0,2.0,143.0,5.247024072160486,1.0986122886681096,4.969813299576001,0.010582010582010581,0.016632932360380093,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,53160401082|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,87,2,2,201.0,4.0,149.0,5.308267697401205,1.6094379124341003,5.0106352940962555,0.01990049751243781,0.02380585989693563,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,53010010033|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,72,2,2,218.0,11.0,165.0,5.389071729816501,2.4849066497880004,5.111987788356544,0.05045871559633028,0.0484151896795927,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,57050100082|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,76,3,2,205.0,2.0,154.0,5.327876168789581,1.0986122886681096,5.043425116919247,0.00975609756097561,0.015589297388748403,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51809461078|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,3,2,2,91.0,1.0,77.0,4.5217885770490405,0.6931471805599453,4.356708826689592,0.01098901098901099,0.021101211589580445,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51258700050|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,277,318,54,3,2,204.0,4.0,142.0,5.3230099791384085,1.6094379124341003,4.962844630259907,0.0196078431372549,0.023524688323349776,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51780071276|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,11,2,2,195.0,2.0,136.0,5.278114659230518,1.0986122886681096,4.919980925828125,0.010256410256410256,0.01622559524135038,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,57631000076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,28,2,2,222.0,10.0,159.0,5.407171771460119,2.3978952727983707,5.075173815233827,0.04504504504504504,0.04402673100783398,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,53980010082|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,20,2,2,207.0,3.0,150.0,5.337538079701318,1.3862943611198906,5.017279836814924,0.014492753623188406,0.019359030482999386,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,10000089266|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,41,6,2,2,189.0,3.0,141.0,5.247024072160486,1.3862943611198906,4.955827057601261,0.015873015873015872,0.020817032778790136,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,40666800522,57218040076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,7,2,2,191.0,2.0,139.0,5.2574953720277815,1.0986122886681096,4.941642422609304,0.010471204188481676,0.016494899726683995,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51920021576|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,33,2,2,202.0,2.0,147.0,5.313205979041787,1.0986122886681096,4.997212273764115,0.009900990099009901,0.015774884262423978,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,52200090076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,34,2,2,198.0,6.0,144.0,5.293304824724492,1.9459101490553132,4.976733742420574,0.030303030303030304,0.032158350137624366,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51960010076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,0,318,19,2,2,208.0,10.0,151.0,5.342334251964811,2.3978952727983707,5.0238805208462765,0.04807692307692308,0.04641577842686373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1,40666800522,51800015050|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,38,2,2,210.0,25.0,153.0,5.351858133476067,3.258096538021482,5.0369526024136295,0.11904761904761904,0.103751041669734,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51116200076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,0,318,12,2,2,193.0,2.0,137.0,5.267858159063328,1.0986122886681096,4.927253685157205,0.010362694300518135,0.01635913923510635,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1,40666800522,57410101082|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,33,318,8,2,2,120.0,1.0,104.0,4.795790545596741,0.6931471805599453,4.653960350157523,0.008333333333333333,0.017501593141946135,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51800010250|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,8,2,2,196.0,4.0,138.0,5.2832037287379885,1.6094379124341003,4.9344739331306915,0.02040816326530612,0.024289718837930255,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,53770000076|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,10,2,2,26.0,1.0,24.0,3.295836866004329,0.6931471805599453,3.2188758248682006,0.038461538461538464,0.03914830044909003,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,55703711082|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,4,1,1,188.0,2.0,142.0,5.241747015059643,1.0986122886681096,4.962844630259907,0.010638297872340425,0.01670281863080186,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,40666800522,10000085478|18,0,1_40666800522,597,129,7,0.0004794849,0.054263566,0.0,32.0,6,0.47974363,1.2594053,2.8638556,282,359,14477,10,3,203.0,20.0,155.0,5.318119993844216,3.044522437723423,5.049856007249537,0.09852216748768473,0.08685877800051717,2,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
1,40666800522,55000013933|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,46,2,2,200.0,2.0,148.0,5.303304908059076,1.0986122886681096,5.003946305945459,0.01,0.01590108333652337,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,54800111033|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,15,2,2,203.0,2.0,146.0,5.318119993844216,1.0986122886681096,4.990432586778736,0.009852216748768473,0.015712532941228628,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,40666800522,51111114101|18,0,1_40666800522,597,129,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,244,318,35,2,2,191.0,2.0,148.0,5.2574953720277815,1.0986122886681096,5.003946305945459,0.010471204188481676,0.016494899726683995,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
101,40800580473,10000085476|18,1,101_40800580473,608,128,20,0.0049912655,0.15625,0.0,37.666666666666664,20,2.3548234,5.981936,10.908111,220,287,3899,7,3,213.0,13.0,148.0,5.365976015021851,2.639057329615259,5.003946305945459,0.06103286384976526,0.05694019328566861,6,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
101,40800580473,51200000076|18,0,101_40800580473,608,128,0,0.0,0.0,9999.0,9999.0,0,0.0,0.0,0.0,195,180,5,1,1,187.0,2.0,136.0,5.236441962829949,1.0986122886681096,4.919980925828125,0.0106951871657754,0.016773294658779928,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
